episode,return,steps,epsilon,end_reason,states_visited
1,-222.14,600,1.0,timeout,13
2,-78.83,600,0.9995,timeout,16
3,-84.81,600,0.9989,timeout,16
4,-51.7,600,0.9984,timeout,21
5,-459.53,600,0.9978,timeout,24
6,-135.23,403,0.9973,enemy,26
7,-46.24,600,0.9967,timeout,27
8,-525.38,600,0.9962,timeout,53
9,-229.59,600,0.9956,timeout,53
10,-58.75,600,0.9951,timeout,53
11,-64.01,600,0.9946,timeout,53
12,-83.79,600,0.994,timeout,53
13,-136.93,600,0.9935,timeout,53
14,-100.04,600,0.9929,timeout,53
15,-206.6,600,0.9924,timeout,53
16,-61.23,600,0.9918,timeout,54
17,-58.9,600,0.9913,timeout,57
18,-186.6,600,0.9907,timeout,57
19,-61.22,600,0.9902,timeout,59
20,-227.43,467,0.9897,enemy,65
21,-82.52,600,0.9891,timeout,65
22,-82.21,600,0.9886,timeout,65
23,-54.17,600,0.988,timeout,65
24,-169.86,600,0.9875,timeout,65
25,-210.72,600,0.9869,timeout,73
26,-88.77,600,0.9864,timeout,73
27,-60.14,600,0.9858,timeout,74
28,-127.3,600,0.9853,timeout,74
29,-80.32,600,0.9848,timeout,74
30,-68.91,600,0.9842,timeout,74
31,-57.52,600,0.9837,timeout,74
32,-66.4,600,0.9831,timeout,74
33,-51.97,600,0.9826,timeout,74
34,-83.56,600,0.982,timeout,74
35,-84.53,600,0.9815,timeout,74
36,-85.79,600,0.9809,timeout,74
37,-271.71,600,0.9804,timeout,74
38,-84.94,600,0.9799,timeout,74
39,-73.14,600,0.9793,timeout,74
40,-87.52,600,0.9788,timeout,74
41,-86.24,600,0.9782,timeout,74
42,-87.46,600,0.9777,timeout,74
43,-87.55,600,0.9771,timeout,74
44,-84.51,600,0.9766,timeout,74
45,-80.27,600,0.976,timeout,74
46,-85.57,600,0.9755,timeout,74
47,-477.09,600,0.975,timeout,74
48,-40.01,600,0.9744,timeout,76
49,-593.27,600,0.9739,timeout,76
50,-766.34,600,0.9733,timeout,88
51,-83.57,600,0.9728,timeout,88
52,-72.34,600,0.9722,timeout,88
53,-86.94,600,0.9717,timeout,88
54,-86.22,600,0.9711,timeout,88
55,-729.64,600,0.9706,timeout,90
56,-82.0,600,0.9701,timeout,90
57,-87.41,600,0.9695,timeout,90
58,-325.21,600,0.969,timeout,90
59,-86.6,600,0.9684,timeout,90
60,-85.14,600,0.9679,timeout,90
61,-83.59,600,0.9673,timeout,90
62,-87.51,600,0.9668,timeout,90
63,-323.18,600,0.9662,timeout,90
64,-104.57,600,0.9657,timeout,90
65,-78.56,600,0.9652,timeout,90
66,-87.75,600,0.9646,timeout,90
67,-86.09,600,0.9641,timeout,90
68,-82.13,600,0.9635,timeout,90
69,-80.17,600,0.963,timeout,90
70,-49.66,600,0.9624,timeout,90
71,-124.99,600,0.9619,timeout,90
72,-79.97,600,0.9613,timeout,90
73,-112.53,600,0.9608,timeout,90
74,-62.33,600,0.9603,timeout,90
75,-84.02,600,0.9597,timeout,90
76,-58.57,600,0.9592,timeout,90
77,-52.84,600,0.9586,timeout,90
78,-103.11,600,0.9581,timeout,90
79,-85.45,600,0.9575,timeout,90
80,-120.61,600,0.957,timeout,90
81,-55.59,600,0.9564,timeout,90
82,-37.34,600,0.9559,timeout,111
83,-171.61,600,0.9554,timeout,111
84,-612.31,600,0.9548,timeout,123
85,-53.34,600,0.9543,timeout,123
86,-73.4,600,0.9537,timeout,123
87,-49.66,600,0.9532,timeout,123
88,-298.89,600,0.9526,timeout,123
89,-302.07,600,0.9521,timeout,123
90,-187.44,600,0.9515,timeout,123
91,-51.42,600,0.951,timeout,123
92,-217.55,600,0.9505,timeout,123
93,-87.0,600,0.9499,timeout,123
94,-58.03,600,0.9494,timeout,123
95,-83.6,600,0.9488,timeout,123
96,-85.65,600,0.9483,timeout,123
97,-112.5,566,0.9477,enemy,126
98,-56.73,600,0.9472,timeout,126
99,-42.71,600,0.9466,timeout,126
100,-767.04,600,0.9461,timeout,137
101,-63.57,600,0.9456,timeout,137
102,-86.23,600,0.945,timeout,137
103,-72.35,600,0.9445,timeout,137
104,-131.84,571,0.9439,enemy,147
105,-52.62,600,0.9434,timeout,147
106,-61.94,600,0.9428,timeout,147
107,-83.01,600,0.9423,timeout,147
108,-235.31,600,0.9417,timeout,147
109,-115.09,600,0.9412,timeout,147
110,-61.39,600,0.9407,timeout,147
111,-85.16,600,0.9401,timeout,147
112,-482.72,600,0.9396,timeout,147
113,-64.56,600,0.939,timeout,147
114,-641.74,600,0.9385,timeout,148
115,-84.02,600,0.9379,timeout,148
116,-31.61,600,0.9374,timeout,148
117,-90.24,303,0.9368,enemy,148
118,-94.87,600,0.9363,timeout,148
119,-74.79,600,0.9358,timeout,148
120,-87.6,600,0.9352,timeout,148
121,-81.94,600,0.9347,timeout,148
122,-35.37,600,0.9341,timeout,148
123,-52.48,600,0.9336,timeout,148
124,-57.14,600,0.933,timeout,148
125,-87.59,600,0.9325,timeout,148
126,-60.9,600,0.9319,timeout,148
127,-59.88,600,0.9314,timeout,148
128,-37.85,600,0.9309,timeout,148
129,-133.04,487,0.9303,enemy,148
130,-224.49,600,0.9298,timeout,148
131,-56.4,600,0.9292,timeout,148
132,-143.95,600,0.9287,timeout,148
133,-85.45,600,0.9281,timeout,148
134,-209.16,600,0.9276,timeout,148
135,-470.86,600,0.927,timeout,148
136,-80.17,600,0.9265,timeout,148
137,-86.17,600,0.926,timeout,148
138,-71.71,600,0.9254,timeout,148
139,-61.29,600,0.9249,timeout,148
140,-120.4,307,0.9243,enemy,149
141,-268.25,600,0.9238,timeout,149
142,-105.64,475,0.9232,enemy,149
143,-87.27,600,0.9227,timeout,149
144,-86.88,600,0.9221,timeout,149
145,-74.33,600,0.9216,timeout,149
146,-109.76,600,0.9211,timeout,149
147,-85.07,600,0.9205,timeout,149
148,-111.48,583,0.92,enemy,155
149,-85.32,600,0.9194,timeout,155
150,-120.01,600,0.9189,timeout,157
151,-614.68,600,0.9183,timeout,157
152,-158.33,600,0.9178,timeout,157
153,-138.7,394,0.9172,enemy,160
154,-87.11,600,0.9167,timeout,160
155,-47.61,600,0.9162,timeout,160
156,-51.0,600,0.9156,timeout,160
157,-395.45,600,0.9151,timeout,161
158,-86.77,600,0.9145,timeout,161
159,-88.21,600,0.914,timeout,161
160,-175.21,582,0.9134,enemy,170
161,-32.46,600,0.9129,timeout,170
162,-37.27,600,0.9123,timeout,170
163,-73.11,600,0.9118,timeout,170
164,-74.45,600,0.9113,timeout,170
165,-379.47,600,0.9107,timeout,173
166,-52.62,600,0.9102,timeout,173
167,-70.68,600,0.9096,timeout,173
168,-79.19,600,0.9091,timeout,173
169,-52.67,600,0.9085,timeout,173
170,-81.14,600,0.908,timeout,173
171,-37.87,600,0.9074,timeout,173
172,-85.47,600,0.9069,timeout,173
173,-56.18,600,0.9064,timeout,173
174,-76.06,600,0.9058,timeout,173
175,-74.19,600,0.9053,timeout,173
176,-104.24,537,0.9047,enemy,173
177,-452.56,600,0.9042,timeout,173
178,-91.16,381,0.9036,enemy,176
179,-85.7,600,0.9031,timeout,176
180,-35.11,600,0.9025,timeout,176
181,-87.4,600,0.902,timeout,176
182,-58.33,600,0.9015,timeout,176
183,-87.35,600,0.9009,timeout,176
184,-83.72,600,0.9004,timeout,176
185,-538.95,600,0.8998,timeout,189
186,-61.53,600,0.8993,timeout,189
187,-256.42,600,0.8987,timeout,189
188,-86.15,600,0.8982,timeout,189
189,-78.14,600,0.8976,timeout,189
190,-145.64,425,0.8971,enemy,189
191,-326.58,600,0.8966,timeout,189
192,-86.48,345,0.896,enemy,190
193,-58.96,600,0.8955,timeout,190
194,-86.95,600,0.8949,timeout,190
195,-54.35,600,0.8944,timeout,190
196,-76.67,600,0.8938,timeout,190
197,-85.52,600,0.8933,timeout,190
198,-291.85,600,0.8927,timeout,190
199,-81.87,600,0.8922,timeout,190
200,-456.96,600,0.8917,timeout,190
201,-110.9,600,0.8911,timeout,190
202,-54.89,600,0.8906,timeout,190
203,-44.26,600,0.89,timeout,195
204,-86.15,600,0.8895,timeout,195
205,-211.36,568,0.8889,enemy,196
206,-83.82,600,0.8884,timeout,196
207,-60.58,600,0.8878,timeout,196
208,-530.45,600,0.8873,timeout,196
209,-35.57,600,0.8868,timeout,196
210,-33.83,600,0.8862,timeout,196
211,-85.65,600,0.8857,timeout,196
212,-40.01,600,0.8851,timeout,196
213,-28.66,600,0.8846,timeout,198
214,-95.88,600,0.884,timeout,198
215,-64.92,600,0.8835,timeout,198
216,-68.36,600,0.8829,timeout,198
217,-40.27,600,0.8824,timeout,198
218,-47.76,600,0.8819,timeout,200
219,-308.74,461,0.8813,enemy,200
220,-70.35,600,0.8808,timeout,200
221,-88.4,600,0.8802,timeout,200
222,-33.87,600,0.8797,timeout,200
223,-341.29,600,0.8791,timeout,200
224,-91.22,600,0.8786,timeout,200
225,-218.24,600,0.878,timeout,200
226,-87.01,600,0.8775,timeout,200
227,-32.51,600,0.877,timeout,200
228,-80.13,600,0.8764,timeout,200
229,-63.25,600,0.8759,timeout,200
230,-37.25,600,0.8753,timeout,200
231,-81.97,600,0.8748,timeout,200
232,-58.95,600,0.8742,timeout,200
233,-73.92,600,0.8737,timeout,200
234,-109.93,491,0.8731,enemy,201
235,-129.76,593,0.8726,enemy,202
236,-516.58,600,0.8721,timeout,202
237,-207.47,556,0.8715,enemy,202
238,-86.15,600,0.871,timeout,202
239,-109.46,573,0.8704,enemy,202
240,-87.58,600,0.8699,timeout,202
241,-165.91,600,0.8693,timeout,202
242,-105.81,549,0.8688,enemy,202
243,-68.14,600,0.8682,timeout,202
244,-79.94,600,0.8677,timeout,202
245,-138.73,307,0.8672,enemy,206
246,-270.73,600,0.8666,timeout,207
247,-81.96,600,0.8661,timeout,207
248,-829.19,600,0.8655,timeout,207
249,-79.94,600,0.865,timeout,207
250,-69.41,600,0.8644,timeout,208
251,-347.77,600,0.8639,timeout,208
252,-33.5,600,0.8633,timeout,208
253,-84.53,229,0.8628,enemy,208
254,-115.05,589,0.8623,enemy,226
255,-83.59,600,0.8617,timeout,226
256,-83.64,600,0.8612,timeout,226
257,-113.02,581,0.8606,enemy,226
258,-378.2,600,0.8601,timeout,226
259,-79.94,600,0.8595,timeout,226
260,-68.57,600,0.859,timeout,226
261,-82.17,600,0.8584,timeout,226
262,-62.08,600,0.8579,timeout,226
263,-85.21,600,0.8574,timeout,226
264,-86.15,600,0.8568,timeout,226
265,-110.12,571,0.8563,enemy,230
266,-80.65,600,0.8557,timeout,230
267,-714.76,600,0.8552,timeout,230
268,-149.01,457,0.8546,enemy,230
269,-520.31,600,0.8541,timeout,230
270,-26.41,600,0.8535,timeout,230
271,-559.39,600,0.853,timeout,230
272,-109.91,567,0.8525,enemy,230
273,-55.57,600,0.8519,timeout,230
274,-136.44,600,0.8514,timeout,230
275,-84.74,238,0.8508,enemy,230
276,-106.7,541,0.8503,enemy,231
277,-69.86,600,0.8497,timeout,231
278,-87.41,600,0.8492,timeout,231
279,-159.03,493,0.8486,enemy,234
280,-315.94,600,0.8481,timeout,234
281,-91.37,600,0.8476,timeout,235
282,-354.51,600,0.847,timeout,237
283,-94.69,600,0.8465,timeout,237
284,-114.04,573,0.8459,enemy,237
285,-143.79,478,0.8454,enemy,237
286,-71.58,600,0.8448,timeout,237
287,-76.98,240,0.8443,enemy,237
288,-95.36,408,0.8437,enemy,237
289,-86.16,308,0.8432,enemy,237
290,-191.14,600,0.8427,timeout,237
291,-79.98,600,0.8421,timeout,237
292,-62.36,600,0.8416,timeout,237
293,-92.78,600,0.841,timeout,237
294,-84.98,600,0.8405,timeout,237
295,-86.18,600,0.8399,timeout,237
296,-31.35,600,0.8394,timeout,237
297,-87.49,600,0.8388,timeout,237
298,-81.41,600,0.8383,timeout,237
299,-87.53,600,0.8378,timeout,237
300,-69.72,600,0.8372,timeout,237
301,-83.7,600,0.8367,timeout,237
302,-352.18,600,0.8361,timeout,237
303,-86.38,600,0.8356,timeout,237
304,-87.85,600,0.835,timeout,237
305,-81.97,600,0.8345,timeout,237
306,-85.59,357,0.8339,enemy,237
307,-407.2,600,0.8334,timeout,237
308,-372.98,600,0.8329,timeout,237
309,-150.05,600,0.8323,timeout,237
310,-422.0,600,0.8318,timeout,237
311,-55.66,600,0.8312,timeout,237
312,-84.08,600,0.8307,timeout,237
313,-24.95,600,0.8301,timeout,237
314,-506.08,600,0.8296,timeout,237
315,-605.02,600,0.829,timeout,237
316,-80.44,600,0.8285,timeout,237
317,-74.07,600,0.828,timeout,237
318,-72.54,600,0.8274,timeout,237
319,-57.91,600,0.8269,timeout,237
320,-619.42,600,0.8263,timeout,237
321,-714.89,600,0.8258,timeout,237
322,-86.22,600,0.8252,timeout,237
323,-73.71,600,0.8247,timeout,237
324,-100.82,489,0.8241,enemy,237
325,-54.63,600,0.8236,timeout,237
326,-83.72,600,0.8231,timeout,237
327,-87.36,600,0.8225,timeout,237
328,-114.1,530,0.822,enemy,237
329,-86.09,600,0.8214,timeout,237
330,-109.59,564,0.8209,enemy,237
331,-79.97,600,0.8203,timeout,237
332,-82.05,600,0.8198,timeout,237
333,-87.94,600,0.8192,timeout,237
334,-87.6,356,0.8187,enemy,237
335,-379.04,600,0.8182,timeout,237
336,-58.38,600,0.8176,timeout,237
337,-82.14,600,0.8171,timeout,237
338,-107.76,554,0.8165,enemy,237
339,-87.6,600,0.816,timeout,237
340,-87.86,600,0.8154,timeout,237
341,-107.66,535,0.8149,enemy,237
342,-87.59,600,0.8143,timeout,237
343,-83.67,600,0.8138,timeout,237
344,-32.21,600,0.8133,timeout,237
345,-80.71,600,0.8127,timeout,237
346,-72.02,600,0.8122,timeout,237
347,-608.8,553,0.8116,enemy,237
348,-35.36,600,0.8111,timeout,237
349,-81.84,600,0.8105,timeout,237
350,-87.4,600,0.81,timeout,237
351,-67.4,600,0.8094,timeout,237
352,-87.55,600,0.8089,timeout,237
353,-34.91,600,0.8084,timeout,237
354,-85.09,600,0.8078,timeout,237
355,-26.24,600,0.8073,timeout,237
356,-87.6,600,0.8067,timeout,237
357,-81.86,600,0.8062,timeout,237
358,-31.96,600,0.8056,timeout,237
359,-87.46,600,0.8051,timeout,237
360,-74.82,600,0.8045,timeout,237
361,-92.29,309,0.804,enemy,237
362,-87.36,600,0.8035,timeout,237
363,-61.5,600,0.8029,timeout,237
364,-85.21,600,0.8024,timeout,237
365,-66.95,600,0.8018,timeout,237
366,-92.53,309,0.8013,enemy,237
367,-85.06,600,0.8007,timeout,237
368,-87.58,600,0.8002,timeout,237
369,-79.95,600,0.7996,timeout,237
370,-304.8,600,0.7991,timeout,237
371,-86.91,600,0.7986,timeout,237
372,-91.74,343,0.798,enemy,237
373,-32.66,600,0.7975,timeout,237
374,-87.23,600,0.7969,timeout,237
375,-52.48,600,0.7964,timeout,237
376,-85.13,600,0.7958,timeout,237
377,-91.62,388,0.7953,enemy,237
378,-79.97,600,0.7947,timeout,237
379,-129.13,258,0.7942,enemy,239
380,-85.16,600,0.7937,timeout,239
381,-501.68,600,0.7931,timeout,239
382,-604.29,600,0.7926,timeout,239
383,-87.52,600,0.792,timeout,239
384,-480.03,600,0.7915,timeout,239
385,-85.64,600,0.7909,timeout,239
386,-33.91,600,0.7904,timeout,239
387,-516.56,600,0.7898,timeout,239
388,-81.4,252,0.7893,enemy,239
389,-84.78,600,0.7888,timeout,239
390,-81.96,600,0.7882,timeout,239
391,-327.97,600,0.7877,timeout,239
392,-87.39,600,0.7871,timeout,239
393,-48.47,600,0.7866,timeout,239
394,-87.57,600,0.786,timeout,239
395,-85.05,600,0.7855,timeout,239
396,-85.09,600,0.7849,timeout,239
397,-87.38,600,0.7844,timeout,239
398,-79.99,600,0.7839,timeout,239
399,-79.97,600,0.7833,timeout,239
400,-82.07,600,0.7828,timeout,239
401,-82.07,600,0.7822,timeout,239
402,-87.42,600,0.7817,timeout,239
403,-139.88,405,0.7811,enemy,239
404,-70.01,600,0.7806,timeout,239
405,-79.98,600,0.78,timeout,239
406,-82.13,600,0.7795,timeout,239
407,-126.6,234,0.779,enemy,239
408,-947.74,600,0.7784,timeout,239
409,-74.01,231,0.7779,enemy,239
410,-98.11,466,0.7773,enemy,239
411,-83.35,600,0.7768,timeout,239
412,-456.98,600,0.7762,timeout,239
413,-95.32,411,0.7757,enemy,239
414,-24.49,600,0.7751,timeout,241
415,-74.93,219,0.7746,enemy,241
416,-86.9,600,0.7741,timeout,241
417,-152.29,600,0.7735,timeout,241
418,-87.01,600,0.773,timeout,241
419,-84.08,600,0.7724,timeout,241
420,-85.22,600,0.7719,timeout,241
421,-89.98,383,0.7713,enemy,241
422,-88.48,600,0.7708,timeout,241
423,-227.43,600,0.7702,timeout,241
424,-86.39,600,0.7697,timeout,241
425,-87.52,600,0.7692,timeout,241
426,-79.94,600,0.7686,timeout,241
427,-87.44,600,0.7681,timeout,241
428,-81.92,600,0.7675,timeout,241
429,-523.38,600,0.767,timeout,241
430,-85.0,600,0.7664,timeout,241
431,-80.26,600,0.7659,timeout,241
432,-79.94,600,0.7653,timeout,241
433,-433.36,600,0.7648,timeout,241
434,-85.01,600,0.7643,timeout,241
435,-417.36,600,0.7637,timeout,241
436,-86.22,600,0.7632,timeout,241
437,-87.51,600,0.7626,timeout,241
438,-44.87,600,0.7621,timeout,241
439,-150.46,433,0.7615,enemy,241
440,-87.54,600,0.761,timeout,241
441,-87.53,600,0.7604,timeout,241
442,-86.88,600,0.7599,timeout,241
443,-87.38,600,0.7594,timeout,241
444,-80.63,600,0.7588,timeout,241
445,-84.12,600,0.7583,timeout,241
446,-42.75,600,0.7577,timeout,241
447,-111.85,152,0.7572,enemy,241
448,-592.8,600,0.7566,timeout,241
449,-100.82,504,0.7561,enemy,241
450,-52.84,600,0.7555,timeout,241
451,-85.84,341,0.755,enemy,241
452,-693.43,573,0.7545,enemy,241
453,-259.7,600,0.7539,timeout,241
454,-87.38,600,0.7534,timeout,241
455,-163.2,582,0.7528,enemy,241
456,-86.15,600,0.7523,timeout,241
457,-92.37,600,0.7517,timeout,241
458,-107.94,541,0.7512,enemy,241
459,-97.39,473,0.7506,enemy,241
460,-33.97,600,0.7501,timeout,242
461,-83.82,600,0.7496,timeout,242
462,-82.57,600,0.749,timeout,242
463,-80.03,600,0.7485,timeout,242
464,-73.57,600,0.7479,timeout,242
465,-80.14,600,0.7474,timeout,242
466,-17.34,600,0.7468,timeout,242
467,-85.13,600,0.7463,timeout,242
468,-91.25,600,0.7457,timeout,242
469,-235.75,600,0.7452,timeout,242
470,-80.5,600,0.7447,timeout,242
471,-85.78,600,0.7441,timeout,242
472,-83.18,600,0.7436,timeout,242
473,-87.0,600,0.743,timeout,242
474,-79.94,600,0.7425,timeout,242
475,-82.92,600,0.7419,timeout,242
476,-51.37,600,0.7414,timeout,242
477,-87.13,389,0.7408,enemy,242
478,-80.06,600,0.7403,timeout,242
479,-65.59,600,0.7398,timeout,242
480,-87.44,600,0.7392,timeout,242
481,-25.71,600,0.7387,timeout,242
482,-79.94,600,0.7381,timeout,242
483,-107.24,563,0.7376,enemy,242
484,-145.02,482,0.737,enemy,242
485,-114.48,163,0.7365,enemy,242
486,-297.9,566,0.7359,enemy,242
487,-586.12,491,0.7354,enemy,242
488,-374.73,500,0.7349,enemy,242
489,-563.11,600,0.7343,timeout,242
490,-412.44,492,0.7338,enemy,242
491,-512.42,600,0.7332,timeout,242
492,-61.94,600,0.7327,timeout,242
493,-96.25,412,0.7321,enemy,242
494,-54.36,600,0.7316,timeout,242
495,-673.44,600,0.731,timeout,242
496,-304.35,600,0.7305,timeout,242
497,-87.24,600,0.73,timeout,242
498,-395.44,578,0.7294,enemy,242
499,-117.37,240,0.7289,enemy,242
500,-157.69,399,0.7283,enemy,242
501,-258.18,600,0.7278,timeout,242
502,-58.61,600,0.7272,timeout,242
503,-118.88,575,0.7267,enemy,242
504,-373.89,600,0.7261,timeout,242
505,225.89,600,0.7256,success,246
506,-85.83,348,0.7251,enemy,246
507,-72.05,600,0.7245,timeout,246
508,-81.86,600,0.724,timeout,246
509,-138.25,600,0.7234,timeout,246
510,-82.0,600,0.7229,timeout,246
511,-87.59,600,0.7223,timeout,246
512,-56.98,600,0.7218,timeout,246
513,-86.23,600,0.7212,timeout,246
514,-87.06,600,0.7207,timeout,246
515,-117.11,600,0.7202,timeout,246
516,-81.98,600,0.7196,timeout,246
517,-83.64,600,0.7191,timeout,246
518,-93.4,491,0.7185,enemy,246
519,-282.29,600,0.718,timeout,246
520,-359.26,541,0.7174,enemy,246
521,-72.98,225,0.7169,enemy,246
522,-85.24,600,0.7163,timeout,246
523,-479.54,600,0.7158,timeout,246
524,-76.2,236,0.7153,enemy,246
525,-435.91,551,0.7147,enemy,246
526,-83.7,600,0.7142,timeout,246
527,-85.05,600,0.7136,timeout,246
528,-70.31,600,0.7131,timeout,246
529,-87.37,600,0.7125,timeout,246
530,-87.53,600,0.712,timeout,246
531,-83.57,600,0.7114,timeout,246
532,-86.95,600,0.7109,timeout,246
533,-87.52,600,0.7104,timeout,246
534,-83.69,600,0.7098,timeout,246
535,-102.32,525,0.7093,enemy,246
536,-83.56,600,0.7087,timeout,246
537,-17.26,600,0.7082,timeout,246
538,-302.49,600,0.7076,timeout,246
539,-87.36,600,0.7071,timeout,246
540,-29.08,600,0.7065,timeout,246
541,-87.4,600,0.706,timeout,246
542,-87.42,600,0.7055,timeout,246
543,-79.94,600,0.7049,timeout,246
544,-31.76,600,0.7044,timeout,246
545,-79.87,286,0.7038,enemy,246
546,-282.9,407,0.7033,enemy,246
547,-402.44,394,0.7027,enemy,246
548,-83.94,600,0.7022,timeout,246
549,-485.8,578,0.7016,enemy,246
550,-329.22,600,0.7011,timeout,246
551,-186.7,507,0.7006,enemy,246
552,-83.64,600,0.7,timeout,246
553,-81.97,600,0.6995,timeout,246
554,-29.49,600,0.6989,timeout,246
555,-55.75,600,0.6984,timeout,246
556,-59.64,600,0.6978,timeout,246
557,-92.87,419,0.6973,enemy,246
558,-130.9,575,0.6967,enemy,246
559,-252.3,600,0.6962,timeout,246
560,-44.04,600,0.6957,timeout,246
561,-58.97,600,0.6951,timeout,246
562,-83.7,360,0.6946,enemy,246
563,-104.5,506,0.694,enemy,246
564,-97.62,472,0.6935,enemy,246
565,-310.22,600,0.6929,timeout,246
566,-35.79,600,0.6924,timeout,246
567,-86.92,600,0.6918,timeout,246
568,-86.95,600,0.6913,timeout,246
569,-85.35,600,0.6908,timeout,246
570,-87.44,600,0.6902,timeout,246
571,-79.97,600,0.6897,timeout,246
572,-295.22,530,0.6891,enemy,246
573,-86.94,600,0.6886,timeout,246
574,-79.94,600,0.688,timeout,246
575,-87.38,600,0.6875,timeout,246
576,-85.65,600,0.6869,timeout,246
577,-88.63,600,0.6864,timeout,246
578,-87.14,600,0.6859,timeout,246
579,-91.8,435,0.6853,enemy,246
580,-86.91,600,0.6848,timeout,246
581,-101.5,490,0.6842,enemy,246
582,-86.9,600,0.6837,timeout,246
583,-284.6,289,0.6831,enemy,246
584,-307.19,600,0.6826,timeout,246
585,-85.06,600,0.682,timeout,246
586,-86.11,600,0.6815,timeout,246
587,-33.86,600,0.681,timeout,246
588,-87.39,333,0.6804,enemy,246
589,-87.08,600,0.6799,timeout,246
590,-81.96,600,0.6793,timeout,246
591,-80.32,600,0.6788,timeout,246
592,-87.46,600,0.6782,timeout,246
593,-87.49,600,0.6777,timeout,246
594,-82.46,600,0.6771,timeout,246
595,-86.15,600,0.6766,timeout,246
596,-81.99,600,0.6761,timeout,246
597,-83.75,600,0.6755,timeout,246
598,-79.97,600,0.675,timeout,246
599,-82.17,600,0.6744,timeout,246
600,-82.17,600,0.6739,timeout,246
601,-79.99,600,0.6733,timeout,246
602,-86.36,600,0.6728,timeout,246
603,-85.17,600,0.6722,timeout,246
604,-112.79,565,0.6717,enemy,246
605,-82.0,600,0.6712,timeout,246
606,-81.99,600,0.6706,timeout,246
607,-86.88,600,0.6701,timeout,246
608,-113.16,576,0.6695,enemy,246
609,-87.52,600,0.669,timeout,246
610,-51.61,600,0.6684,timeout,246
611,-379.35,490,0.6679,enemy,246
612,-86.94,600,0.6673,timeout,246
613,-86.09,600,0.6668,timeout,246
614,-86.98,600,0.6663,timeout,246
615,-83.77,600,0.6657,timeout,246
616,-87.38,600,0.6652,timeout,246
617,-87.69,600,0.6646,timeout,246
618,-87.46,600,0.6641,timeout,246
619,-83.56,600,0.6635,timeout,246
620,-80.32,600,0.663,timeout,246
621,-84.98,600,0.6624,timeout,246
622,-79.94,600,0.6619,timeout,246
623,-84.98,600,0.6614,timeout,246
624,-91.89,484,0.6608,enemy,246
625,-83.77,600,0.6603,timeout,246
626,-313.07,600,0.6597,timeout,246
627,-403.53,600,0.6592,timeout,246
628,-78.22,600,0.6586,timeout,246
629,-354.9,600,0.6581,timeout,246
630,-70.97,211,0.6575,enemy,246
631,-50.46,600,0.657,timeout,246
632,-318.1,600,0.6565,timeout,246
633,-79.94,600,0.6559,timeout,246
634,-84.53,600,0.6554,timeout,246
635,231.2,600,0.6548,success,247
636,-219.38,600,0.6543,timeout,247
637,-345.19,529,0.6537,enemy,247
638,-33.65,600,0.6532,timeout,247
639,-82.24,600,0.6526,timeout,247
640,-68.02,182,0.6521,enemy,247
641,-75.13,311,0.6516,enemy,247
642,-68.86,170,0.651,enemy,247
643,229.14,600,0.6505,success,250
644,-86.21,600,0.6499,timeout,250
645,-82.32,310,0.6494,enemy,250
646,-104.89,600,0.6488,timeout,250
647,-70.93,600,0.6483,timeout,250
648,-449.73,563,0.6477,enemy,250
649,-369.31,600,0.6472,timeout,250
650,-85.05,600,0.6467,timeout,250
651,-83.67,600,0.6461,timeout,250
652,-86.92,600,0.6456,timeout,250
653,-585.88,558,0.645,enemy,250
654,-31.62,600,0.6445,timeout,250
655,-72.52,600,0.6439,timeout,250
656,-81.22,308,0.6434,enemy,250
657,-15.26,600,0.6428,timeout,250
658,-103.71,423,0.6423,enemy,250
659,-446.1,600,0.6418,timeout,250
660,-74.28,600,0.6412,timeout,250
661,-79.94,600,0.6407,timeout,250
662,-374.15,600,0.6401,timeout,250
663,-85.89,319,0.6396,enemy,250
664,-86.32,600,0.639,timeout,250
665,-31.56,600,0.6385,timeout,250
666,-18.68,600,0.6379,timeout,250
667,-83.69,600,0.6374,timeout,250
668,-102.03,527,0.6369,enemy,250
669,-70.0,236,0.6363,enemy,250
670,-82.0,600,0.6358,timeout,250
671,-379.4,488,0.6352,enemy,250
672,-371.05,550,0.6347,enemy,250
673,-219.63,600,0.6341,timeout,250
674,-186.55,600,0.6336,timeout,250
675,-148.18,600,0.633,timeout,250
676,-460.56,600,0.6325,timeout,250
677,-81.91,600,0.632,timeout,250
678,-85.06,600,0.6314,timeout,250
679,-87.32,238,0.6309,enemy,250
680,-69.2,600,0.6303,timeout,250
681,-54.49,600,0.6298,timeout,250
682,-87.42,600,0.6292,timeout,250
683,-81.91,600,0.6287,timeout,250
684,-86.21,600,0.6281,timeout,250
685,-110.58,507,0.6276,enemy,250
686,-56.91,600,0.6271,timeout,250
687,-84.98,600,0.6265,timeout,250
688,-79.98,600,0.626,timeout,250
689,-86.92,600,0.6254,timeout,250
690,-83.87,600,0.6249,timeout,250
691,-85.0,600,0.6243,timeout,250
692,-371.47,600,0.6238,timeout,250
693,-87.38,600,0.6232,timeout,250
694,-87.53,600,0.6227,timeout,250
695,-88.04,600,0.6222,timeout,250
696,-80.32,600,0.6216,timeout,250
697,-80.5,600,0.6211,timeout,250
698,-85.05,600,0.6205,timeout,250
699,-79.97,600,0.62,timeout,250
700,-81.96,600,0.6194,timeout,250
701,-87.52,600,0.6189,timeout,250
702,-33.51,600,0.6183,timeout,250
