episode,return,steps,epsilon,end_reason,states_visited
1389,-86.94,600,0.2443,timeout,261
1390,-207.66,574,0.2438,enemy,261
1391,-127.1,600,0.2432,timeout,261
1392,-144.34,411,0.2427,enemy,261
1393,-75.57,260,0.2421,enemy,261
1394,-141.74,157,0.2416,enemy,261
1395,-123.92,224,0.241,enemy,261
1396,544.33,600,0.2405,success,261
1397,-118.7,600,0.24,timeout,261
1398,-89.74,174,0.2394,enemy,261
1399,-115.72,573,0.2389,enemy,261
1400,-92.94,424,0.2383,enemy,261
1401,-61.7,91,0.2378,enemy,261
1402,-109.05,600,0.2372,timeout,261
1403,-113.03,462,0.2367,enemy,261
1404,-167.76,600,0.2361,timeout,261
1405,-48.1,600,0.2356,timeout,261
1406,-113.72,246,0.2351,enemy,261
1407,-120.64,312,0.2345,enemy,261
1408,-173.6,549,0.234,enemy,261
1409,-198.51,468,0.2334,enemy,261
1410,-44.6,600,0.2329,timeout,261
1411,-97.68,600,0.2323,timeout,261
1412,-139.62,313,0.2318,enemy,261
1413,-42.64,600,0.2312,timeout,261
1414,-88.48,600,0.2307,timeout,261
1415,-98.44,600,0.2302,timeout,261
1416,-121.74,600,0.2296,timeout,261
1417,-96.69,600,0.2291,timeout,261
1418,-103.29,600,0.2285,timeout,261
1419,-109.54,91,0.228,enemy,261
1420,-186.0,574,0.2274,enemy,261
1421,-59.8,600,0.2269,timeout,261
1422,-150.54,393,0.2263,enemy,261
1423,-78.9,149,0.2258,enemy,261
1424,-87.02,336,0.2253,enemy,261
1425,-129.31,246,0.2247,enemy,261
1426,-192.44,549,0.2242,enemy,261
1427,-33.59,600,0.2236,timeout,261
1428,-85.57,382,0.2231,enemy,261
1429,-85.21,600,0.2225,timeout,261
1430,-123.56,600,0.222,timeout,261
1431,-32.2,600,0.2214,timeout,261
1432,-81.98,600,0.2209,timeout,261
1433,-79.0,600,0.2204,timeout,261
1434,-184.79,297,0.2198,enemy,261
1435,-54.58,600,0.2193,timeout,261
1436,-22.53,600,0.2187,timeout,261
1437,-86.98,600,0.2182,timeout,261
1438,-79.97,600,0.2176,timeout,261
1439,-127.61,276,0.2171,enemy,261
1440,-153.69,489,0.2165,enemy,261
1441,-85.13,600,0.216,timeout,261
1442,-114.25,600,0.2155,timeout,261
1443,-83.74,600,0.2149,timeout,261
1444,-83.72,600,0.2144,timeout,261
1445,-26.22,600,0.2138,timeout,261
1446,-87.42,600,0.2133,timeout,261
1447,-80.7,257,0.2127,enemy,261
1448,-87.44,600,0.2122,timeout,261
1449,-86.92,600,0.2116,timeout,261
1450,-79.96,600,0.2111,timeout,261
1451,-87.37,600,0.2106,timeout,261
1452,-87.53,600,0.21,timeout,261
1453,-86.89,600,0.2095,timeout,261
1454,-80.03,600,0.2089,timeout,261
1455,-86.88,600,0.2084,timeout,261
1456,-79.96,600,0.2078,timeout,261
1457,-86.15,600,0.2073,timeout,261
1458,-128.46,600,0.2067,timeout,261
1459,-86.08,600,0.2062,timeout,261
1460,-85.05,600,0.2057,timeout,261
1461,-79.97,600,0.2051,timeout,261
1462,-85.05,600,0.2046,timeout,261
1463,-83.12,600,0.204,timeout,261
1464,-24.92,600,0.2035,timeout,261
1465,-82.8,600,0.2029,timeout,261
1466,-79.97,600,0.2024,timeout,261
1467,-86.98,600,0.2018,timeout,261
1468,-80.03,600,0.2013,timeout,261
1469,-95.56,600,0.2008,timeout,261
1470,-83.69,600,0.2002,timeout,261
1471,-79.95,600,0.1997,timeout,261
1472,-84.98,600,0.1991,timeout,261
1473,-79.96,600,0.1986,timeout,261
1474,-83.67,600,0.198,timeout,261
1475,-85.07,600,0.1975,timeout,261
1476,-79.94,600,0.1969,timeout,261
1477,-87.35,600,0.1964,timeout,261
1478,-86.15,600,0.1959,timeout,261
1479,-81.83,600,0.1953,timeout,261
1480,-87.37,600,0.1948,timeout,261
1481,-127.81,600,0.1942,timeout,261
1482,-81.96,600,0.1937,timeout,261
1483,-86.92,600,0.1931,timeout,261
1484,-87.38,600,0.1926,timeout,261
1485,-87.46,600,0.192,timeout,261
1486,-86.15,600,0.1915,timeout,261
1487,-87.4,600,0.191,timeout,261
1488,-87.0,600,0.1904,timeout,261
1489,-79.95,600,0.1899,timeout,261
1490,-82.0,600,0.1893,timeout,261
1491,-83.87,600,0.1888,timeout,261
1492,-82.89,600,0.1882,timeout,261
1493,-83.58,600,0.1877,timeout,261
1494,-81.91,600,0.1871,timeout,261
1495,-85.07,600,0.1866,timeout,261
1496,-83.64,600,0.1861,timeout,261
1497,-86.15,600,0.1855,timeout,261
1498,-83.71,600,0.185,timeout,261
1499,-81.96,600,0.1844,timeout,261
1500,-79.94,600,0.1839,timeout,261
1501,-87.38,600,0.1833,timeout,261
1502,-79.97,600,0.1828,timeout,261
1503,-81.94,600,0.1822,timeout,261
1504,-86.1,600,0.1817,timeout,261
1505,-79.97,600,0.1812,timeout,261
1506,-79.94,600,0.1806,timeout,261
1507,-83.7,600,0.1801,timeout,261
1508,-84.98,600,0.1795,timeout,261
1509,-87.37,600,0.179,timeout,261
1510,228.32,600,0.1784,success,261
1511,-111.7,600,0.1779,timeout,261
1512,-110.73,98,0.1773,enemy,261
1513,-101.06,600,0.1768,timeout,261
1514,-64.38,600,0.1763,timeout,261
1515,-60.89,87,0.1757,enemy,261
1516,-93.11,254,0.1752,enemy,261
1517,-123.95,600,0.1746,timeout,261
1518,-45.17,600,0.1741,timeout,261
1519,-68.61,600,0.1735,timeout,261
1520,-79.57,600,0.173,timeout,261
1521,-156.99,600,0.1724,timeout,261
1522,-43.77,600,0.1719,timeout,261
1523,-48.94,600,0.1714,timeout,261
1524,-144.59,261,0.1708,enemy,261
1525,-74.7,600,0.1703,timeout,261
1526,-173.12,581,0.1697,enemy,261
1527,-45.21,600,0.1692,timeout,261
1528,-150.8,423,0.1686,enemy,261
1529,-46.82,600,0.1681,timeout,261
1530,-46.35,600,0.1675,timeout,261
1531,232.7,600,0.167,success,261
1532,422.26,600,0.1665,success,261
1533,-26.27,600,0.1659,timeout,261
1534,-81.74,600,0.1654,timeout,261
1535,-109.38,600,0.1648,timeout,261
1536,-46.62,600,0.1643,timeout,261
1537,-78.84,600,0.1637,timeout,261
1538,-127.25,318,0.1632,enemy,261
1539,-33.24,600,0.1626,timeout,261
1540,-59.1,600,0.1621,timeout,261
1541,-82.13,600,0.1616,timeout,261
1542,-85.09,600,0.161,timeout,261
1543,-122.95,600,0.1605,timeout,261
1544,-144.36,424,0.1599,enemy,261
1545,-185.84,485,0.1594,enemy,261
1546,-170.04,396,0.1588,enemy,261
1547,-153.51,296,0.1583,enemy,261
1548,-138.89,600,0.1577,timeout,261
1549,-128.73,600,0.1572,timeout,261
1550,-114.43,99,0.1567,enemy,261
1551,-130.45,600,0.1561,timeout,261
1552,-106.86,62,0.1556,enemy,261
1553,-107.56,65,0.155,enemy,261
1554,-117.53,106,0.1545,enemy,261
1555,-131.04,600,0.1539,timeout,261
1556,-137.67,600,0.1534,timeout,261
1557,-107.13,71,0.1528,enemy,261
1558,-132.28,600,0.1523,timeout,261
1559,-140.47,248,0.1518,enemy,261
1560,-93.51,600,0.1512,timeout,261
1561,-153.39,328,0.1507,enemy,261
1562,-125.63,173,0.1501,enemy,261
1563,-84.12,600,0.1496,timeout,261
1564,-39.56,600,0.149,timeout,261
1565,-81.28,600,0.1485,timeout,261
1566,-108.05,562,0.1479,enemy,261
1567,-139.26,488,0.1474,enemy,261
1568,-100.8,171,0.1469,enemy,261
1569,-62.63,600,0.1463,timeout,261
1570,-83.89,315,0.1458,enemy,261
1571,-60.09,129,0.1452,enemy,261
1572,-75.26,600,0.1447,timeout,261
1573,-147.23,315,0.1441,enemy,261
1574,-58.4,600,0.1436,timeout,261
1575,-83.76,600,0.143,timeout,261
1576,-96.5,250,0.1425,enemy,261
1577,-98.24,156,0.142,enemy,261
1578,-63.14,128,0.1414,enemy,261
1579,-64.51,600,0.1409,timeout,261
1580,-96.03,600,0.1403,timeout,261
1581,-37.93,600,0.1398,timeout,261
1582,-99.3,600,0.1392,timeout,261
1583,241.74,600,0.1387,success,261
1584,-164.42,554,0.1381,enemy,261
1585,216.18,600,0.1376,success,262
1586,-99.3,600,0.1371,timeout,262
1587,-58.67,600,0.1365,timeout,262
1588,-130.36,600,0.136,timeout,262
1589,172.42,554,0.1354,success,262
1590,-42.34,600,0.1349,timeout,262
1591,-56.77,600,0.1343,timeout,262
1592,-145.3,408,0.1338,enemy,262
1593,179.27,573,0.1332,success,267
1594,-108.19,473,0.1327,enemy,267
1595,-33.47,600,0.1322,timeout,267
1596,-55.02,600,0.1316,timeout,267
1597,-143.82,551,0.1311,enemy,267
1598,-140.69,253,0.1305,enemy,267
1599,-62.91,600,0.13,timeout,267
1600,-54.91,600,0.1294,timeout,267
1601,-178.5,521,0.1289,enemy,267
1602,-68.01,600,0.1283,timeout,267
1603,-71.67,600,0.1278,timeout,267
1604,-150.17,504,0.1273,enemy,267
1605,-99.78,600,0.1267,timeout,267
1606,-112.2,246,0.1262,enemy,267
1607,-96.8,600,0.1256,timeout,267
1608,224.78,600,0.1251,success,267
1609,-39.67,600,0.1245,timeout,267
1610,-41.79,600,0.124,timeout,267
1611,-49.0,600,0.1234,timeout,267
1612,-58.69,600,0.1229,timeout,267
1613,-130.81,574,0.1224,enemy,267
1614,-86.0,600,0.1218,timeout,267
1615,-99.5,600,0.1213,timeout,267
1616,-157.5,481,0.1207,enemy,267
1617,-58.69,600,0.1202,timeout,267
1618,-47.77,600,0.1196,timeout,267
1619,-127.54,600,0.1191,timeout,267
1620,-107.37,600,0.1185,timeout,267
1621,-122.89,600,0.118,timeout,267
1622,-109.95,414,0.1175,enemy,267
1623,-91.69,600,0.1169,timeout,267
1624,-44.62,600,0.1164,timeout,267
1625,-89.96,600,0.1158,timeout,267
1626,-43.99,600,0.1153,timeout,267
1627,-85.6,600,0.1147,timeout,267
1628,-71.3,166,0.1142,enemy,267
1629,253.74,600,0.1136,success,267
1630,-80.43,600,0.1131,timeout,267
1631,-165.53,553,0.1126,enemy,267
1632,-35.23,600,0.112,timeout,267
1633,-127.4,600,0.1115,timeout,267
1634,-136.22,600,0.1109,timeout,267
1635,-59.3,600,0.1104,timeout,267
1636,-100.86,600,0.1098,timeout,267
1637,-94.59,600,0.1093,timeout,267
1638,-99.09,600,0.1087,timeout,267
1639,-102.87,600,0.1082,timeout,267
1640,-56.18,600,0.1077,timeout,267
1641,232.26,600,0.1071,success,267
1642,-82.05,600,0.1066,timeout,267
1643,-63.11,600,0.106,timeout,267
1644,-65.3,600,0.1055,timeout,267
1645,-92.25,600,0.1049,timeout,267
1646,-104.59,437,0.1044,enemy,267
1647,-69.21,600,0.1038,timeout,267
1648,-93.24,600,0.1033,timeout,267
1649,570.4,600,0.1028,success,267
1650,-94.61,600,0.1022,timeout,267
1651,-98.07,600,0.1017,timeout,267
1652,-130.8,399,0.1011,enemy,267
1653,-80.15,600,0.1006,timeout,267
1654,251.43,600,0.1,success,267
1655,-91.68,600,0.0995,timeout,267
1656,142.23,571,0.0989,success,267
1657,-70.49,600,0.0984,timeout,267
1658,-86.3,600,0.0979,timeout,267
1659,-26.95,600,0.0973,timeout,267
1660,-81.91,600,0.0968,timeout,267
1661,-50.4,600,0.0962,timeout,267
1662,-29.53,600,0.0957,timeout,267
1663,-61.3,600,0.0951,timeout,267
1664,-79.93,600,0.0946,timeout,267
1665,-34.07,600,0.094,timeout,267
1666,288.21,600,0.0935,success,267
1667,-58.1,600,0.093,timeout,267
1668,-36.9,600,0.0924,timeout,267
1669,-103.82,577,0.0919,enemy,267
1670,-33.59,600,0.0913,timeout,267
1671,-85.44,600,0.0908,timeout,267
1672,-54.3,600,0.0902,timeout,267
1673,180.31,600,0.0897,success,267
1674,195.63,600,0.0891,success,267
1675,-78.23,600,0.0886,timeout,267
1676,-79.72,600,0.0881,timeout,267
1677,-88.17,235,0.0875,enemy,267
1678,-87.37,600,0.087,timeout,267
1679,-53.34,600,0.0864,timeout,267
1680,-72.88,600,0.0859,timeout,267
1681,-61.91,600,0.0853,timeout,267
1682,-50.56,600,0.0848,timeout,267
1683,-52.0,600,0.0842,timeout,267
1684,-57.31,600,0.0837,timeout,267
1685,-98.45,333,0.0832,enemy,267
1686,-57.63,600,0.0826,timeout,267
1687,-71.68,600,0.0821,timeout,267
1688,-69.41,600,0.0815,timeout,267
1689,-47.02,600,0.081,timeout,267
1690,-90.75,231,0.0804,enemy,267
1691,-80.02,600,0.0799,timeout,267
1692,-64.96,600,0.0793,timeout,267
1693,-64.82,600,0.0788,timeout,267
1694,-48.35,600,0.0783,timeout,267
1695,-49.41,600,0.0777,timeout,267
1696,-58.13,600,0.0772,timeout,267
1697,-79.59,157,0.0766,enemy,267
1698,-50.42,600,0.0761,timeout,267
1699,-71.19,600,0.0755,timeout,267
1700,-89.85,600,0.075,timeout,267
1701,-63.51,600,0.0744,timeout,267
1702,-54.7,600,0.0739,timeout,267
1703,-94.13,600,0.0734,timeout,267
1704,-148.71,600,0.0728,timeout,267
1705,203.81,600,0.0723,success,267
1706,-49.48,600,0.0717,timeout,267
1707,-61.11,600,0.0712,timeout,267
1708,-81.34,600,0.0706,timeout,267
1709,210.51,600,0.0701,success,267
1710,-48.13,600,0.0695,timeout,267
1711,-80.46,600,0.069,timeout,267
1712,-82.68,600,0.0685,timeout,267
1713,-58.89,600,0.0679,timeout,267
1714,-94.43,319,0.0674,enemy,267
1715,-88.07,328,0.0668,enemy,267
1716,-51.89,600,0.0663,timeout,267
1717,-139.53,477,0.0657,enemy,267
1718,-126.8,329,0.0652,enemy,267
1719,-79.54,600,0.0646,timeout,267
1720,-75.23,600,0.0641,timeout,267
1721,-142.22,596,0.0636,enemy,267
1722,-92.38,180,0.063,enemy,267
