episode,return,steps,epsilon,end_reason
2322,229.13,600,0.02,success
2323,231.51,600,0.02,success
2324,225.47,600,0.02,success
2325,240.22,600,0.02,success
2326,231.37,600,0.02,success
2327,-63.14,600,0.02,timeout
2328,227.19,600,0.02,success
2329,-39.76,600,0.02,timeout
2330,-79.37,115,0.02,enemy
2331,229.31,600,0.02,success
2332,-51.11,40,0.02,enemy
2333,159.26,354,0.02,success
2334,220.1,600,0.02,success
2335,235.37,600,0.02,success
2336,230.33,600,0.02,success
2337,238.78,600,0.02,success
2338,247.31,600,0.02,success
2339,214.69,600,0.02,success
2340,238.16,600,0.02,success
2341,-52.28,42,0.02,enemy
2342,233.68,600,0.02,success
2343,221.67,600,0.02,success
2344,240.88,600,0.02,success
2345,252.09,600,0.02,success
2346,255.44,600,0.02,success
2347,236.51,600,0.02,success
2348,-103.79,47,0.02,enemy
2349,-105.89,49,0.02,enemy
2350,-103.26,47,0.02,enemy
2351,-104.37,46,0.02,enemy
2352,-104.87,48,0.02,enemy
2353,-104.3,46,0.02,enemy
2354,-103.78,39,0.02,enemy
2355,-103.89,48,0.02,enemy
2356,-103.56,47,0.02,enemy
2357,233.46,600,0.02,success
2358,167.64,421,0.02,success
2359,-47.28,600,0.02,timeout
2360,-96.6,238,0.02,enemy
2361,-73.55,107,0.02,enemy
2362,-100.1,1,0.02,enemy
2363,233.64,600,0.02,success
2364,-51.85,39,0.02,enemy
2365,212.96,600,0.02,success
2366,190.69,600,0.02,success
2367,-81.03,600,0.02,timeout
2368,213.36,600,0.02,success
2369,211.42,600,0.02,success
2370,245.41,600,0.02,success
2371,220.75,600,0.02,success
2372,218.93,600,0.02,success
2373,236.79,600,0.02,success
2374,239.76,600,0.02,success
2375,-52.71,50,0.02,enemy
2376,225.43,600,0.02,success
2377,-51.61,39,0.02,enemy
2378,246.53,600,0.02,success
2379,248.33,600,0.02,success
2380,221.97,600,0.02,success
2381,249.3,600,0.02,success
2382,241.51,600,0.02,success
2383,219.96,600,0.02,success
2384,-50.71,39,0.02,enemy
2385,229.46,600,0.02,success
2386,210.17,600,0.02,success
2387,228.13,600,0.02,success
2388,256.27,600,0.02,success
2389,-52.39,39,0.02,enemy
2390,242.96,600,0.02,success
2391,215.13,600,0.02,success
2392,-52.58,600,0.02,timeout
2393,236.91,600,0.02,success
2394,-416.61,600,0.02,timeout
2395,157.51,600,0.02,success
2396,-81.55,239,0.02,enemy
2397,-70.65,115,0.02,enemy
2398,-85.99,234,0.02,enemy
2399,123.66,600,0.02,success
2400,236.67,600,0.02,success
2401,231.86,600,0.02,success
2402,-38.82,600,0.02,timeout
2403,230.71,600,0.02,success
2404,-105.51,423,0.02,enemy
2405,-232.61,567,0.02,enemy
2406,-56.99,103,0.02,enemy
2407,-63.57,95,0.02,enemy
2408,-105.05,189,0.02,enemy
2409,-64.6,141,0.02,enemy
2410,-101.0,144,0.02,enemy
2411,-61.72,95,0.02,enemy
2412,-104.47,155,0.02,enemy
2413,-110.72,207,0.02,enemy
2414,-57.64,86,0.02,enemy
2415,-127.89,208,0.02,enemy
2416,-66.98,150,0.02,enemy
2417,-63.02,88,0.02,enemy
2418,-61.65,105,0.02,enemy
2419,-164.74,266,0.02,enemy
2420,-129.39,238,0.02,enemy
2421,217.39,600,0.02,success
2422,-78.51,118,0.02,enemy
2423,-87.78,112,0.02,enemy
2424,236.23,600,0.02,success
2425,249.54,600,0.02,success
2426,-134.95,468,0.02,enemy
2427,181.58,600,0.02,success
2428,-160.64,536,0.02,enemy
2429,224.62,600,0.02,success
2430,-81.81,600,0.02,timeout
2431,200.45,600,0.02,success
2432,-112.2,600,0.02,timeout
2433,128.02,600,0.02,success
2434,-213.45,600,0.02,timeout
2435,185.92,600,0.02,success
2436,92.99,600,0.02,success
2437,218.73,600,0.02,success
2438,-49.07,39,0.02,enemy
2439,210.46,600,0.02,success
2440,-49.07,39,0.02,enemy
2441,206.19,600,0.02,success
2442,-48.83,39,0.02,enemy
2443,-140.5,600,0.02,timeout
2444,-147.82,600,0.02,timeout
2445,-184.68,600,0.02,timeout
2446,-191.74,600,0.02,timeout
2447,-120.44,600,0.02,timeout
2448,-299.12,600,0.02,timeout
2449,-204.33,600,0.02,timeout
2450,-85.81,600,0.02,timeout
2451,-148.38,600,0.02,timeout
2452,-86.44,180,0.02,enemy
2453,-67.03,600,0.02,timeout
2454,-76.23,114,0.02,enemy
2455,-130.98,600,0.02,timeout
2456,-76.91,600,0.02,timeout
2457,-96.99,600,0.02,timeout
2458,196.59,600,0.02,success
2459,167.87,600,0.02,success
2460,-50.04,39,0.02,enemy
2461,243.23,600,0.02,success
2462,-49.07,39,0.02,enemy
2463,243.06,600,0.02,success
2464,-49.47,43,0.02,enemy
2465,183.85,600,0.02,success
2466,-47.15,39,0.02,enemy
2467,-14.07,600,0.02,success
2468,-48.59,39,0.02,enemy
2469,-270.94,600,0.02,timeout
2470,-77.18,124,0.02,enemy
2471,-77.05,127,0.02,enemy
2472,-63.98,119,0.02,enemy
2473,-144.53,600,0.02,timeout
2474,-55.49,600,0.02,timeout
2475,-87.7,600,0.02,timeout
2476,-63.18,600,0.02,timeout
2477,-82.89,600,0.02,timeout
2478,-60.95,600,0.02,timeout
2479,-67.45,600,0.02,timeout
2480,-73.54,600,0.02,timeout
2481,226.25,600,0.02,success
2482,-237.06,417,0.02,enemy
2483,-95.35,184,0.02,enemy
2484,-66.45,75,0.02,enemy
2485,-100.1,1,0.02,enemy
2486,-61.45,75,0.02,enemy
2487,0.0,1,0.02,enemy
2488,-109.55,600,0.02,timeout
2489,-65.19,600,0.02,timeout
2490,-115.22,600,0.02,timeout
2491,-38.23,600,0.02,timeout
2492,-93.04,600,0.02,timeout
2493,-88.53,600,0.02,timeout
2494,-71.14,600,0.02,timeout
2495,-75.75,132,0.02,enemy
2496,-110.62,600,0.02,timeout
2497,-47.48,600,0.02,timeout
2498,-39.56,600,0.02,timeout
2499,-84.55,177,0.02,enemy
2500,-102.63,361,0.02,enemy
2501,-43.84,600,0.02,timeout
2502,-49.14,600,0.02,timeout
2503,-131.67,591,0.02,enemy
2504,-101.84,171,0.02,enemy
2505,-84.85,239,0.02,enemy
2506,-100.1,1,0.02,enemy
2507,-69.53,179,0.02,enemy
2508,-70.1,600,0.02,timeout
2509,-48.06,600,0.02,timeout
2510,-49.98,600,0.02,timeout
2511,-51.32,600,0.02,timeout
2512,-67.7,600,0.02,timeout
2513,-73.1,600,0.02,timeout
2514,-44.35,600,0.02,timeout
2515,-58.42,600,0.02,timeout
2516,-71.76,600,0.02,timeout
2517,-118.78,600,0.02,timeout
2518,-66.47,600,0.02,timeout
2519,-72.38,600,0.02,timeout
2520,-57.82,600,0.02,timeout
2521,-85.47,600,0.02,timeout
2522,-71.35,600,0.02,timeout
2523,-49.44,600,0.02,timeout
2524,-42.46,600,0.02,timeout
2525,-61.68,600,0.02,timeout
2526,-69.08,600,0.02,timeout
2527,-67.98,600,0.02,timeout
2528,220.44,600,0.02,success
2529,-55.91,600,0.02,timeout
2530,-54.38,600,0.02,timeout
2531,-54.46,600,0.02,timeout
2532,-70.62,600,0.02,timeout
2533,-76.2,600,0.02,timeout
2534,-69.82,600,0.02,timeout
2535,-73.0,600,0.02,timeout
2536,-75.38,600,0.02,timeout
2537,232.15,600,0.02,success
2538,-104.46,68,0.02,enemy
2539,-110.66,102,0.02,enemy
2540,-108.7,81,0.02,enemy
2541,-47.38,600,0.02,timeout
2542,-70.38,600,0.02,timeout
2543,-92.71,230,0.02,enemy
2544,-100.1,1,0.02,enemy
2545,-77.48,600,0.02,timeout
2546,-93.53,361,0.02,enemy
2547,-90.55,228,0.02,enemy
2548,-57.41,600,0.02,timeout
2549,-88.8,600,0.02,timeout
2550,-79.99,600,0.02,timeout
2551,-69.53,600,0.02,timeout
2552,-135.03,424,0.02,enemy
2553,-68.12,600,0.02,timeout
2554,-113.85,427,0.02,enemy
2555,-105.31,476,0.02,enemy
2556,-100.84,1,0.02,enemy
2557,-45.88,600,0.02,timeout
2558,-67.64,600,0.02,timeout
2559,-73.16,600,0.02,timeout
2560,-43.04,600,0.02,timeout
2561,-90.9,600,0.02,timeout
2562,-45.57,600,0.02,timeout
2563,-72.72,600,0.02,timeout
2564,-46.2,600,0.02,timeout
2565,-43.94,600,0.02,timeout
2566,-58.54,600,0.02,timeout
2567,-50.87,600,0.02,timeout
2568,-50.87,600,0.02,timeout
2569,-66.3,600,0.02,timeout
2570,-47.4,600,0.02,timeout
2571,-44.64,600,0.02,timeout
2572,-90.04,600,0.02,timeout
2573,-79.99,600,0.02,timeout
2574,-80.3,600,0.02,timeout
2575,-65.74,600,0.02,timeout
2576,-81.35,600,0.02,timeout
2577,-86.58,600,0.02,timeout
2578,-91.28,600,0.02,timeout
2579,-60.03,111,0.02,enemy
2580,-79.48,600,0.02,timeout
2581,-83.84,600,0.02,timeout
2582,-53.78,600,0.02,timeout
2583,-55.19,600,0.02,timeout
2584,-49.47,600,0.02,timeout
2585,-54.64,600,0.02,timeout
2586,-79.2,600,0.02,timeout
2587,-39.18,600,0.02,timeout
2588,-72.75,600,0.02,timeout
2589,-72.94,600,0.02,timeout
2590,-66.68,600,0.02,timeout
2591,-78.24,600,0.02,timeout
2592,-70.65,600,0.02,timeout
2593,-73.78,600,0.02,timeout
2594,-54.21,600,0.02,timeout
2595,-44.32,600,0.02,timeout
2596,-73.78,600,0.02,timeout
2597,-64.41,600,0.02,timeout
2598,-148.46,548,0.02,enemy
2599,-112.46,310,0.02,enemy
2600,-81.38,600,0.02,timeout
2601,-72.14,110,0.02,enemy
2602,-100.1,1,0.02,enemy
2603,-53.18,600,0.02,timeout
2604,-67.92,600,0.02,timeout
2605,-60.12,600,0.02,timeout
2606,-39.76,600,0.02,timeout
2607,-83.81,293,0.02,enemy
2608,-100.1,1,0.02,enemy
2609,-70.34,600,0.02,timeout
2610,-173.22,600,0.02,timeout
2611,-79.95,600,0.02,timeout
2612,-24.65,600,0.02,timeout
2613,-118.75,409,0.02,enemy
2614,-56.94,180,0.02,enemy
2615,-29.92,600,0.02,timeout
2616,-45.06,600,0.02,timeout
2617,-81.54,600,0.02,timeout
2618,-86.87,600,0.02,timeout
2619,-32.16,600,0.02,timeout
2620,-49.17,600,0.02,timeout
2621,-83.05,600,0.02,timeout
2622,-51.02,600,0.02,timeout
2623,-59.65,600,0.02,timeout
2624,-70.83,600,0.02,timeout
2625,-53.08,600,0.02,timeout
2626,-102.99,600,0.02,timeout
2627,-70.48,600,0.02,timeout
2628,-67.78,600,0.02,timeout
2629,197.21,600,0.02,success
2630,-41.85,600,0.02,timeout
2631,-68.58,600,0.02,timeout
2632,-89.51,600,0.02,timeout
2633,-91.58,600,0.02,timeout
2634,-43.91,600,0.02,timeout
2635,-51.94,600,0.02,timeout
2636,-58.63,600,0.02,timeout
2637,-78.88,600,0.02,timeout
2638,-126.99,300,0.02,enemy
2639,-104.49,44,0.02,enemy
2640,-95.98,600,0.02,timeout
2641,-59.25,600,0.02,timeout
2642,-79.94,600,0.02,timeout
2643,-45.37,600,0.02,timeout
2644,-148.32,586,0.02,enemy
2645,-87.28,355,0.02,enemy
2646,-80.03,600,0.02,timeout
2647,-79.94,600,0.02,timeout
2648,-58.11,600,0.02,timeout
2649,-79.97,600,0.02,timeout
2650,-101.14,63,0.02,enemy
2651,-115.36,189,0.02,enemy
2652,-305.4,600,0.02,timeout
2653,-296.4,600,0.02,timeout
2654,-346.01,600,0.02,timeout
2655,-259.85,600,0.02,timeout
2656,-79.94,600,0.02,timeout
2657,-331.91,600,0.02,timeout
2658,-375.45,600,0.02,timeout
2659,-376.2,600,0.02,timeout
2660,-46.2,600,0.02,timeout
2661,-79.94,600,0.02,timeout
2662,-80.04,600,0.02,timeout
2663,-26.32,600,0.02,timeout
2664,-55.79,600,0.02,timeout
2665,-106.46,600,0.02,timeout
2666,-37.68,600,0.02,timeout
2667,-42.76,600,0.02,timeout
2668,-51.4,600,0.02,timeout
2669,218.14,600,0.02,success
2670,-63.48,600,0.02,timeout
2671,-60.12,600,0.02,timeout
2672,-62.52,600,0.02,timeout
2673,-69.3,600,0.02,timeout
2674,-39.03,600,0.02,timeout
2675,-90.86,349,0.02,enemy
2676,-44.37,600,0.02,timeout
2677,-78.36,288,0.02,enemy
2678,234.53,600,0.02,success
2679,-64.38,600,0.02,timeout
2680,-65.84,600,0.02,timeout
2681,-74.58,600,0.02,timeout
2682,-62.79,122,0.02,enemy
2683,-62.14,600,0.02,timeout
2684,-87.37,288,0.02,enemy
2685,-56.95,600,0.02,timeout
2686,-53.68,600,0.02,timeout
2687,-66.46,600,0.02,timeout
2688,-68.7,600,0.02,timeout
2689,-50.58,600,0.02,timeout
2690,-50.56,600,0.02,timeout
2691,-57.67,600,0.02,timeout
2692,-70.85,600,0.02,timeout
2693,-80.71,600,0.02,timeout
2694,-60.66,600,0.02,timeout
2695,-65.96,600,0.02,timeout
2696,-54.88,600,0.02,timeout
2697,-91.65,600,0.02,timeout
2698,-68.12,600,0.02,timeout
2699,-104.74,600,0.02,timeout
2700,-59.5,600,0.02,timeout
2701,-76.67,600,0.02,timeout
2702,-64.73,600,0.02,timeout
2703,-100.8,600,0.02,timeout
2704,-54.94,600,0.02,timeout
2705,-64.97,600,0.02,timeout
2706,-64.39,600,0.02,timeout
2707,-65.89,600,0.02,timeout
2708,-45.3,600,0.02,timeout
2709,-77.3,600,0.02,timeout
2710,-47.37,600,0.02,timeout
2711,-79.77,238,0.02,enemy
2712,-100.1,1,0.02,enemy
2713,-49.17,600,0.02,timeout
2714,-70.38,600,0.02,timeout
2715,-65.52,600,0.02,timeout
2716,-106.61,600,0.02,timeout
2717,-46.48,600,0.02,timeout
2718,-96.68,288,0.02,enemy
2719,-114.05,304,0.02,enemy
2720,-110.95,299,0.02,enemy
2721,-141.04,528,0.02,enemy
2722,-67.95,600,0.02,timeout
2723,-77.26,600,0.02,timeout
2724,215.28,600,0.02,success
2725,-59.88,600,0.02,timeout
2726,-64.86,600,0.02,timeout
2727,223.12,600,0.02,success
2728,-68.23,600,0.02,timeout
2729,-47.59,600,0.02,timeout
2730,-69.96,600,0.02,timeout
2731,-82.01,600,0.02,timeout
2732,-36.31,600,0.02,timeout
2733,-63.29,600,0.02,timeout
2734,-50.54,600,0.02,timeout
2735,-90.73,349,0.02,enemy
2736,-87.84,169,0.02,enemy
2737,-66.65,166,0.02,enemy
2738,-43.17,600,0.02,timeout
2739,-86.88,179,0.02,enemy
2740,-68.17,169,0.02,enemy
2741,-143.38,230,0.02,enemy
2742,-100.14,1,0.02,enemy
2743,-78.14,170,0.02,enemy
2744,-100.1,1,0.02,enemy
2745,-116.86,409,0.02,enemy
2746,-76.74,170,0.02,enemy
2747,-100.1,1,0.02,enemy
2748,-51.74,600,0.02,timeout
2749,-73.74,600,0.02,timeout
2750,-66.78,600,0.02,timeout
2751,-76.21,600,0.02,timeout
2752,-59.6,600,0.02,timeout
2753,-49.78,600,0.02,timeout
2754,230.66,600,0.02,success
2755,233.39,600,0.02,success
2756,-48.88,600,0.02,timeout
2757,-127.55,600,0.02,timeout
2758,-112.65,600,0.02,timeout
2759,-34.64,600,0.02,timeout
2760,-60.61,110,0.02,enemy
2761,-67.36,172,0.02,enemy
2762,-35.54,600,0.02,timeout
2763,-34.56,600,0.02,timeout
2764,-38.07,600,0.02,timeout
2765,224.65,600,0.02,success
2766,-70.65,600,0.02,timeout
2767,227.91,600,0.02,success
2768,-49.47,43,0.02,enemy
2769,-64.95,600,0.02,timeout
2770,-62.95,600,0.02,timeout
2771,-81.98,600,0.02,timeout
2772,-62.36,600,0.02,timeout
2773,-41.09,600,0.02,timeout
2774,-115.05,600,0.02,timeout
2775,-39.16,600,0.02,timeout
2776,-62.48,600,0.02,timeout
2777,-42.19,600,0.02,timeout
2778,-51.18,600,0.02,timeout
2779,-75.07,232,0.02,enemy
2780,-72.38,600,0.02,timeout
2781,-127.14,600,0.02,timeout
2782,-136.13,589,0.02,enemy
2783,-100.1,1,0.02,enemy
2784,-87.45,600,0.02,timeout
2785,-54.55,600,0.02,timeout
2786,-56.25,600,0.02,timeout
2787,-90.28,600,0.02,timeout
2788,-79.0,600,0.02,timeout
2789,-89.34,169,0.02,enemy
2790,-100.2,1,0.02,enemy
2791,-60.37,112,0.02,enemy
2792,-116.26,409,0.02,enemy
2793,-80.02,600,0.02,timeout
2794,-51.09,600,0.02,timeout
2795,-268.0,600,0.02,timeout
2796,-84.08,600,0.02,timeout
2797,-87.45,600,0.02,timeout
2798,-84.17,600,0.02,timeout
2799,-89.12,600,0.02,timeout
2800,-80.28,600,0.02,timeout
2801,-45.72,600,0.02,timeout
2802,-45.49,600,0.02,timeout
2803,-83.62,600,0.02,timeout
2804,-79.99,600,0.02,timeout
2805,-85.75,600,0.02,timeout
2806,-53.41,600,0.02,timeout
2807,-87.53,600,0.02,timeout
2808,-85.75,600,0.02,timeout
2809,-33.71,600,0.02,timeout
2810,-84.16,600,0.02,timeout
2811,-79.94,600,0.02,timeout
2812,-79.95,600,0.02,timeout
2813,-79.97,600,0.02,timeout
2814,-80.27,600,0.02,timeout
2815,-80.07,600,0.02,timeout
2816,-80.27,600,0.02,timeout
2817,-80.28,600,0.02,timeout
2818,-80.43,600,0.02,timeout
2819,-80.06,600,0.02,timeout
2820,-87.48,600,0.02,timeout
2821,-87.5,600,0.02,timeout
2822,-87.68,600,0.02,timeout
2823,-80.71,600,0.02,timeout
2824,-84.09,600,0.02,timeout
2825,-75.24,600,0.02,timeout
2826,-82.45,600,0.02,timeout
2827,-40.3,600,0.02,timeout
2828,-134.61,419,0.02,enemy
2829,-100.14,1,0.02,enemy
2830,-80.43,600,0.02,timeout
2831,-80.71,600,0.02,timeout
2832,-80.71,600,0.02,timeout
2833,-80.71,600,0.02,timeout
2834,-80.71,600,0.02,timeout
2835,-80.71,600,0.02,timeout
2836,-80.43,600,0.02,timeout
2837,-80.71,600,0.02,timeout
2838,-80.71,600,0.02,timeout
2839,-80.71,600,0.02,timeout
2840,-80.71,600,0.02,timeout
2841,-80.71,600,0.02,timeout
2842,-45.55,600,0.02,timeout
2843,-86.69,358,0.02,enemy
2844,-100.1,1,0.02,enemy
2845,-132.53,343,0.02,enemy
2846,-105.27,52,0.02,enemy
2847,249.95,600,0.02,success
2848,-112.02,183,0.02,enemy
2849,-103.63,43,0.02,enemy
2850,-103.57,44,0.02,enemy
2851,-102.26,52,0.02,enemy
2852,-73.07,600,0.02,timeout
2853,-80.06,600,0.02,timeout
2854,-79.95,600,0.02,timeout
2855,-79.97,600,0.02,timeout
2856,-79.94,600,0.02,timeout
2857,-80.01,600,0.02,timeout
2858,-79.96,600,0.02,timeout
2859,-50.35,600,0.02,timeout
2860,-61.54,600,0.02,timeout
2861,235.47,600,0.02,success
2862,-53.05,600,0.02,timeout
2863,-88.9,600,0.02,timeout
2864,-74.82,600,0.02,timeout
2865,-49.72,600,0.02,timeout
2866,-54.94,600,0.02,timeout
2867,-36.85,600,0.02,timeout
2868,-75.31,600,0.02,timeout
2869,-54.28,600,0.02,timeout
2870,-44.6,600,0.02,timeout
2871,-44.63,600,0.02,timeout
2872,-76.08,600,0.02,timeout
2873,-49.32,600,0.02,timeout
2874,-83.18,600,0.02,timeout
2875,-65.36,600,0.02,timeout
2876,-55.89,600,0.02,timeout
2877,-82.36,600,0.02,timeout
2878,-66.23,600,0.02,timeout
2879,-45.96,600,0.02,timeout
2880,-75.02,600,0.02,timeout
2881,-54.4,600,0.02,timeout
2882,-70.58,600,0.02,timeout
2883,236.03,600,0.02,success
2884,-60.15,600,0.02,timeout
2885,-45.12,600,0.02,timeout
2886,-64.65,600,0.02,timeout
2887,-77.68,600,0.02,timeout
2888,-74.14,600,0.02,timeout
2889,-72.75,600,0.02,timeout
2890,-81.08,600,0.02,timeout
2891,-72.46,600,0.02,timeout
2892,-74.71,600,0.02,timeout
2893,-94.93,305,0.02,enemy
2894,-94.83,243,0.02,enemy
2895,-72.44,600,0.02,timeout
2896,-59.6,600,0.02,timeout
2897,-36.27,600,0.02,timeout
2898,-73.81,179,0.02,enemy
2899,-58.66,600,0.02,timeout
2900,-67.75,600,0.02,timeout
2901,-66.75,600,0.02,timeout
2902,-74.28,600,0.02,timeout
2903,-94.18,600,0.02,timeout
2904,-75.44,600,0.02,timeout
2905,-87.4,600,0.02,timeout
2906,-60.22,600,0.02,timeout
2907,-55.19,600,0.02,timeout
2908,-58.86,600,0.02,timeout
2909,-50.0,600,0.02,timeout
2910,-56.98,600,0.02,timeout
2911,-39.82,600,0.02,timeout
2912,-59.64,600,0.02,timeout
2913,-44.76,600,0.02,timeout
2914,-50.49,600,0.02,timeout
2915,-144.59,600,0.02,timeout
2916,-67.62,600,0.02,timeout
2917,-44.31,600,0.02,timeout
2918,-50.1,600,0.02,timeout
2919,-48.07,600,0.02,timeout
2920,-51.27,600,0.02,timeout
2921,-59.67,600,0.02,timeout
2922,-81.15,600,0.02,timeout
2923,-90.28,600,0.02,timeout
2924,-70.57,600,0.02,timeout
2925,-71.29,600,0.02,timeout
2926,-48.18,600,0.02,timeout
2927,-55.56,600,0.02,timeout
2928,-74.67,600,0.02,timeout
2929,-51.64,600,0.02,timeout
2930,-48.2,600,0.02,timeout
2931,-69.77,600,0.02,timeout
2932,-79.58,600,0.02,timeout
2933,-44.6,600,0.02,timeout
2934,-74.37,600,0.02,timeout
2935,-46.94,600,0.02,timeout
2936,-42.32,600,0.02,timeout
2937,-44.94,600,0.02,timeout
2938,-74.47,600,0.02,timeout
2939,-73.79,116,0.02,enemy
2940,-44.54,600,0.02,timeout
2941,-69.67,179,0.02,enemy
2942,-76.28,600,0.02,timeout
2943,-63.9,600,0.02,timeout
2944,-41.94,600,0.02,timeout
2945,-40.81,600,0.02,timeout
2946,-49.25,600,0.02,timeout
2947,-85.1,600,0.02,timeout
2948,-59.38,600,0.02,timeout
2949,-49.94,600,0.02,timeout
2950,-59.55,600,0.02,timeout
2951,-55.27,600,0.02,timeout
2952,-62.62,600,0.02,timeout
2953,-55.0,600,0.02,timeout
2954,224.35,600,0.02,success
2955,-49.17,40,0.02,enemy
2956,218.33,600,0.02,success
2957,220.47,600,0.02,success
2958,-51.31,42,0.02,enemy
2959,-63.78,600,0.02,timeout
2960,-57.44,600,0.02,timeout
2961,-88.42,600,0.02,timeout
2962,217.47,600,0.02,success
2963,197.14,600,0.02,success
2964,201.05,600,0.02,success
2965,-72.25,600,0.02,timeout
2966,203.88,600,0.02,success
2967,-67.45,600,0.02,timeout
2968,-78.42,600,0.02,timeout
2969,-41.47,600,0.02,timeout
2970,-91.84,360,0.02,enemy
2971,-100.1,1,0.02,enemy
2972,-45.64,600,0.02,timeout
2973,-89.93,240,0.02,enemy
2974,-63.61,129,0.02,enemy
2975,-100.1,1,0.02,enemy
2976,245.23,600,0.02,success
2977,230.43,600,0.02,success
2978,232.54,600,0.02,success
2979,241.81,600,0.02,success
2980,226.15,600,0.02,success
2981,-49.27,41,0.02,enemy
2982,209.68,600,0.02,success
2983,-79.94,111,0.02,enemy
2984,-242.56,600,0.02,timeout
2985,235.84,600,0.02,success
2986,-49.9,40,0.02,enemy
2987,-79.94,600,0.02,timeout
2988,177.37,600,0.02,success
2989,-137.88,600,0.02,timeout
2990,-104.85,69,0.02,enemy
2991,-105.91,46,0.02,enemy
2992,-104.59,45,0.02,enemy
2993,-103.77,46,0.02,enemy
2994,-106.24,43,0.02,enemy
2995,-106.54,46,0.02,enemy
2996,-106.01,47,0.02,enemy
2997,-106.24,43,0.02,enemy
2998,-102.37,48,0.02,enemy
2999,217.58,600,0.02,success
3000,-245.63,600,0.02,timeout
